datetime,value,series_id,Predicted
1974-05-01,7.58,GS10,7.58
1974-06-01,7.54,GS10,7.54
1974-07-01,7.81,GS10,7.81
1974-08-01,8.04,GS10,8.04
1974-09-01,8.04,GS10,8.04
1974-10-01,7.9,GS10,7.9
1974-11-01,7.68,GS10,7.68
1974-12-01,7.43,GS10,7.43
1975-01-01,7.5,GS10,7.5
1975-02-01,7.39,GS10,7.39
1975-03-01,7.73,GS10,7.73
1975-04-01,8.23,GS10,8.23
1975-05-01,8.06,GS10,8.06
1975-06-01,7.86,GS10,7.86
1975-07-01,8.06,GS10,8.06
1975-08-01,8.4,GS10,8.4
1975-09-01,8.43,GS10,8.43
1975-10-01,8.14,GS10,8.14
1975-11-01,8.05,GS10,8.05
1975-12-01,8.0,GS10,8.0
1976-01-01,7.74,GS10,7.74
1976-02-01,7.79,GS10,7.79
1976-03-01,7.73,GS10,7.73
1976-04-01,7.56,GS10,7.56
1976-05-01,7.9,GS10,7.9
1976-06-01,7.86,GS10,7.86
1976-07-01,7.83,GS10,7.83
1976-08-01,7.77,GS10,7.77
1976-09-01,7.59,GS10,7.59
1976-10-01,7.41,GS10,7.41
1976-11-01,7.29,GS10,7.29
1976-12-01,6.87,GS10,6.87
1977-01-01,7.21,GS10,7.21
1977-02-01,7.39,GS10,7.39
1977-03-01,7.46,GS10,7.46
1977-04-01,7.37,GS10,7.37
1977-05-01,7.46,GS10,7.46
1977-06-01,7.28,GS10,7.28
1977-07-01,7.33,GS10,7.33
1977-08-01,7.4,GS10,7.4
1977-09-01,7.34,GS10,7.34
1977-10-01,7.52,GS10,7.52
1977-11-01,7.58,GS10,7.58
1977-12-01,7.69,GS10,7.69
1978-01-01,7.96,GS10,7.96
1978-02-01,8.03,GS10,8.03
1978-03-01,8.04,GS10,8.04
1978-04-01,8.15,GS10,8.15
1978-05-01,8.35,GS10,8.35
1978-06-01,8.46,GS10,8.46
1978-07-01,8.64,GS10,8.64
1978-08-01,8.41,GS10,8.41
1978-09-01,8.42,GS10,8.42
1978-10-01,8.64,GS10,8.64
1978-11-01,8.81,GS10,8.81
1978-12-01,9.01,GS10,9.01
1979-01-01,9.1,GS10,9.1
1979-02-01,9.1,GS10,9.1
1979-03-01,9.12,GS10,9.12
1979-04-01,9.18,GS10,9.18
1979-05-01,9.25,GS10,9.25
1979-06-01,8.91,GS10,8.91
1979-07-01,8.95,GS10,8.95
1979-08-01,9.03,GS10,9.03
1979-09-01,9.33,GS10,9.33
1979-10-01,10.3,GS10,10.3
1979-11-01,10.65,GS10,10.65
1979-12-01,10.39,GS10,10.39
1980-01-01,10.8,GS10,10.8
1980-02-01,12.41,GS10,12.41
1980-03-01,12.75,GS10,12.75
1980-04-01,11.47,GS10,11.47
1980-05-01,10.18,GS10,10.18
1980-06-01,9.78,GS10,9.78
1980-07-01,10.25,GS10,10.25
1980-08-01,11.1,GS10,11.1
1980-09-01,11.51,GS10,11.51
1980-10-01,11.75,GS10,11.75
1980-11-01,12.68,GS10,12.68
1980-12-01,12.84,GS10,12.84
1981-01-01,12.57,GS10,12.57
1981-02-01,13.19,GS10,13.19
1981-03-01,13.12,GS10,13.12
1981-04-01,13.68,GS10,13.68
1981-05-01,14.1,GS10,14.1
1981-06-01,13.47,GS10,13.47
1981-07-01,14.28,GS10,14.28
1981-08-01,14.94,GS10,14.94
1981-09-01,15.32,GS10,15.32
1981-10-01,15.15,GS10,15.15
1981-11-01,13.39,GS10,13.39
1981-12-01,13.72,GS10,13.72
1982-01-01,14.59,GS10,14.59
1982-02-01,14.43,GS10,14.43
1982-03-01,13.86,GS10,13.86
1982-04-01,13.87,GS10,13.87
1982-05-01,13.62,GS10,13.62
1982-06-01,14.3,GS10,14.3
1982-07-01,13.95,GS10,13.95
1982-08-01,13.06,GS10,13.06
1982-09-01,12.34,GS10,12.34
1982-10-01,10.91,GS10,10.91
1982-11-01,10.55,GS10,10.55
1982-12-01,10.54,GS10,10.54
1983-01-01,10.46,GS10,10.46
1983-02-01,10.72,GS10,10.72
1983-03-01,10.51,GS10,10.51
1983-04-01,10.4,GS10,10.4
1983-05-01,10.38,GS10,10.38
1983-06-01,10.85,GS10,10.85
1983-07-01,11.38,GS10,11.38
1983-08-01,11.85,GS10,11.85
1983-09-01,11.65,GS10,11.65
1983-10-01,11.54,GS10,11.54
1983-11-01,11.69,GS10,11.69
1983-12-01,11.83,GS10,11.83
1984-01-01,11.67,GS10,11.67
1984-02-01,11.84,GS10,11.84
1984-03-01,12.32,GS10,12.32
1984-04-01,12.63,GS10,12.63
1984-05-01,13.41,GS10,13.41
1984-06-01,13.56,GS10,13.56
1984-07-01,13.36,GS10,13.36
1984-08-01,12.72,GS10,12.72
1984-09-01,12.52,GS10,12.52
1984-10-01,12.16,GS10,12.16
1984-11-01,11.57,GS10,11.57
1984-12-01,11.5,GS10,11.5
1985-01-01,11.38,GS10,11.38
1985-02-01,11.51,GS10,11.51
1985-03-01,11.86,GS10,11.86
1985-04-01,11.43,GS10,11.43
1985-05-01,10.85,GS10,10.85
1985-06-01,10.16,GS10,10.16
1985-07-01,10.31,GS10,10.31
1985-08-01,10.33,GS10,10.33
1985-09-01,10.37,GS10,10.37
1985-10-01,10.24,GS10,10.24
1985-11-01,9.78,GS10,9.78
1985-12-01,9.26,GS10,9.26
1986-01-01,9.19,GS10,9.19
1986-02-01,8.7,GS10,8.7
1986-03-01,7.78,GS10,7.78
1986-04-01,7.3,GS10,7.3
1986-05-01,7.71,GS10,7.71
1986-06-01,7.8,GS10,7.8
1986-07-01,7.3,GS10,7.3
1986-08-01,7.17,GS10,7.17
1986-09-01,7.45,GS10,7.45
1986-10-01,7.43,GS10,7.43
1986-11-01,7.25,GS10,7.25
1986-12-01,7.11,GS10,7.11
1987-01-01,7.08,GS10,7.08
1987-02-01,7.25,GS10,7.25
1987-03-01,7.25,GS10,7.25
1987-04-01,8.02,GS10,8.02
1987-05-01,8.61,GS10,8.61
1987-06-01,8.4,GS10,8.4
1987-07-01,8.45,GS10,8.45
1987-08-01,8.76,GS10,8.76
1987-09-01,9.42,GS10,9.42
1987-10-01,9.52,GS10,9.52
1987-11-01,8.86,GS10,8.86
1987-12-01,8.99,GS10,8.99
1988-01-01,8.67,GS10,8.67
1988-02-01,8.21,GS10,8.21
1988-03-01,8.37,GS10,8.37
1988-04-01,8.72,GS10,8.72
1988-05-01,9.09,GS10,9.09
1988-06-01,8.92,GS10,8.92
1988-07-01,9.06,GS10,9.06
1988-08-01,9.26,GS10,9.26
1988-09-01,8.98,GS10,8.98
1988-10-01,8.8,GS10,8.8
1988-11-01,8.96,GS10,8.96
1988-12-01,9.11,GS10,9.11
1989-01-01,9.09,GS10,9.09
1989-02-01,9.17,GS10,9.17
1989-03-01,9.36,GS10,9.36
1989-04-01,9.18,GS10,9.18
1989-05-01,8.86,GS10,8.86
1989-06-01,8.28,GS10,8.28
1989-07-01,8.02,GS10,8.02
1989-08-01,8.11,GS10,8.11
1989-09-01,8.19,GS10,8.19
1989-10-01,8.01,GS10,8.01
1989-11-01,7.87,GS10,7.87
1989-12-01,7.84,GS10,7.84
1990-01-01,8.21,GS10,8.21
1990-02-01,8.47,GS10,8.47
1990-03-01,8.59,GS10,8.59
1990-04-01,8.79,GS10,8.79
1990-05-01,8.76,GS10,8.76
1990-06-01,8.48,GS10,8.48
1990-07-01,8.47,GS10,8.47
1990-08-01,8.75,GS10,8.75
1990-09-01,8.89,GS10,8.89
1990-10-01,8.72,GS10,8.72
1990-11-01,8.39,GS10,8.39
1990-12-01,8.08,GS10,8.08
1991-01-01,8.09,GS10,8.09
1991-02-01,7.85,GS10,7.85
1991-03-01,8.11,GS10,8.11
1991-04-01,8.04,GS10,8.04
1991-05-01,8.07,GS10,8.07
1991-06-01,8.28,GS10,8.28
1991-07-01,8.27,GS10,8.27
1991-08-01,7.9,GS10,7.9
1991-09-01,7.65,GS10,7.65
1991-10-01,7.53,GS10,7.53
1991-11-01,7.42,GS10,7.42
1991-12-01,7.09,GS10,7.09
1992-01-01,7.03,GS10,7.03
1992-02-01,7.34,GS10,7.34
1992-03-01,7.54,GS10,7.54
1992-04-01,7.48,GS10,7.48
1992-05-01,7.39,GS10,7.39
1992-06-01,7.26,GS10,7.26
1992-07-01,6.84,GS10,6.84
1992-08-01,6.59,GS10,6.59
1992-09-01,6.42,GS10,6.42
1992-10-01,6.59,GS10,6.59
1992-11-01,6.87,GS10,6.87
1992-12-01,6.77,GS10,6.77
1993-01-01,6.6,GS10,6.6
1993-02-01,6.26,GS10,6.26
1993-03-01,5.98,GS10,5.98
1993-04-01,5.97,GS10,5.97
1993-05-01,6.04,GS10,6.04
1993-06-01,5.96,GS10,5.96
1993-07-01,5.81,GS10,5.81
1993-08-01,5.68,GS10,5.68
1993-09-01,5.36,GS10,5.36
1993-10-01,5.33,GS10,5.33
1993-11-01,5.72,GS10,5.72
1993-12-01,5.77,GS10,5.77
1994-01-01,5.75,GS10,5.75
1994-02-01,5.97,GS10,5.97
1994-03-01,6.48,GS10,6.48
1994-04-01,6.97,GS10,6.97
1994-05-01,7.18,GS10,7.18
1994-06-01,7.1,GS10,7.1
1994-07-01,7.3,GS10,7.3
1994-08-01,7.24,GS10,7.24
1994-09-01,7.46,GS10,7.46
1994-10-01,7.74,GS10,7.74
1994-11-01,7.96,GS10,7.96
1994-12-01,7.81,GS10,7.81
1995-01-01,7.78,GS10,7.78
1995-02-01,7.47,GS10,7.47
1995-03-01,7.2,GS10,7.2
1995-04-01,7.06,GS10,7.06
1995-05-01,6.63,GS10,6.63
1995-06-01,6.17,GS10,6.17
1995-07-01,6.28,GS10,6.28
1995-08-01,6.49,GS10,6.49
1995-09-01,6.2,GS10,6.2
1995-10-01,6.04,GS10,6.04
1995-11-01,5.93,GS10,5.93
1995-12-01,5.71,GS10,5.71
1996-01-01,5.65,GS10,5.65
1996-02-01,5.81,GS10,5.81
1996-03-01,6.27,GS10,6.27
1996-04-01,6.51,GS10,6.51
1996-05-01,6.74,GS10,6.74
1996-06-01,6.91,GS10,6.91
1996-07-01,6.87,GS10,6.87
1996-08-01,6.64,GS10,6.64
1996-09-01,6.83,GS10,6.83
1996-10-01,6.53,GS10,6.53
1996-11-01,6.2,GS10,6.2
1996-12-01,6.3,GS10,6.3
1997-01-01,6.58,GS10,6.58
1997-02-01,6.42,GS10,6.42
1997-03-01,6.69,GS10,6.69
1997-04-01,6.89,GS10,6.89
1997-05-01,6.71,GS10,6.71
1997-06-01,6.49,GS10,6.49
1997-07-01,6.22,GS10,6.22
1997-08-01,6.3,GS10,6.3
1997-09-01,6.21,GS10,6.21
1997-10-01,6.03,GS10,6.03
1997-11-01,5.88,GS10,5.88
1997-12-01,5.81,GS10,5.81
1998-01-01,5.54,GS10,5.54
1998-02-01,5.57,GS10,5.57
1998-03-01,5.65,GS10,5.65
1998-04-01,5.64,GS10,5.64
1998-05-01,5.65,GS10,5.65
1998-06-01,5.5,GS10,5.5
1998-07-01,5.46,GS10,5.46
1998-08-01,5.34,GS10,5.34
1998-09-01,4.81,GS10,4.81
1998-10-01,4.53,GS10,4.53
1998-11-01,4.83,GS10,4.83
1998-12-01,4.65,GS10,4.65
1999-01-01,4.72,GS10,4.72
1999-02-01,5.0,GS10,5.0
1999-03-01,5.23,GS10,5.23
1999-04-01,5.18,GS10,5.18
1999-05-01,5.54,GS10,5.54
1999-06-01,5.9,GS10,5.9
1999-07-01,5.79,GS10,5.79
1999-08-01,5.94,GS10,5.94
1999-09-01,5.92,GS10,5.92
1999-10-01,6.11,GS10,6.11
1999-11-01,6.03,GS10,6.03
1999-12-01,6.28,GS10,6.28
2000-01-01,6.66,GS10,6.66
2000-02-01,6.52,GS10,6.52
2000-03-01,6.26,GS10,6.26
2000-04-01,5.99,GS10,5.99
2000-05-01,6.44,GS10,6.44
2000-06-01,6.1,GS10,6.1
2000-07-01,6.05,GS10,6.05
2000-08-01,5.83,GS10,5.83
2000-09-01,5.8,GS10,5.8
2000-10-01,5.74,GS10,5.74
2000-11-01,5.72,GS10,5.72
2000-12-01,5.24,GS10,5.24
2001-01-01,5.16,GS10,5.16
2001-02-01,5.1,GS10,5.1
2001-03-01,4.89,GS10,4.89
2001-04-01,5.14,GS10,5.14
2001-05-01,5.39,GS10,5.39
2001-06-01,5.28,GS10,5.28
2001-07-01,5.24,GS10,5.24
2001-08-01,4.97,GS10,4.97
2001-09-01,4.73,GS10,4.73
2001-10-01,4.57,GS10,4.57
2001-11-01,4.65,GS10,4.65
2001-12-01,5.09,GS10,5.09
2002-01-01,5.04,GS10,5.04
2002-02-01,4.91,GS10,4.91
2002-03-01,5.28,GS10,5.28
2002-04-01,5.21,GS10,5.21
2002-05-01,5.16,GS10,5.16
2002-06-01,4.93,GS10,4.93
2002-07-01,4.65,GS10,4.65
2002-08-01,4.26,GS10,4.26
2002-09-01,3.87,GS10,3.87
2002-10-01,3.94,GS10,3.94
2002-11-01,4.05,GS10,4.05
2002-12-01,4.03,GS10,4.03
2003-01-01,4.05,GS10,4.05
2003-02-01,3.9,GS10,3.9
2003-03-01,3.81,GS10,3.81
2003-04-01,3.96,GS10,3.96
2003-05-01,3.57,GS10,3.57
2003-06-01,3.33,GS10,3.33
2003-07-01,3.98,GS10,3.98
2003-08-01,4.45,GS10,4.45
2003-09-01,4.27,GS10,4.27
2003-10-01,4.29,GS10,4.29
2003-11-01,4.3,GS10,4.3
2003-12-01,4.27,GS10,4.27
2004-01-01,4.15,GS10,4.15
2004-02-01,4.08,GS10,4.08
2004-03-01,3.83,GS10,3.83
2004-04-01,4.35,GS10,4.35
2004-05-01,4.72,GS10,4.72
2004-06-01,4.73,GS10,4.73
2004-07-01,4.5,GS10,4.5
2004-08-01,4.28,GS10,4.28
2004-09-01,4.13,GS10,4.13
2004-10-01,4.1,GS10,4.1
2004-11-01,4.19,GS10,4.19
2004-12-01,4.23,GS10,4.23
2005-01-01,4.22,GS10,4.22
2005-02-01,4.17,GS10,4.17
2005-03-01,4.5,GS10,4.5
2005-04-01,4.34,GS10,4.34
2005-05-01,4.14,GS10,4.14
2005-06-01,4.0,GS10,4.0
2005-07-01,4.18,GS10,4.18
2005-08-01,4.26,GS10,4.26
2005-09-01,4.2,GS10,4.2
2005-10-01,4.46,GS10,4.46
2005-11-01,4.54,GS10,4.54
2005-12-01,4.47,GS10,4.47
2006-01-01,4.42,GS10,4.42
2006-02-01,4.57,GS10,4.57
2006-03-01,4.72,GS10,4.72
2006-04-01,4.99,GS10,4.99
2006-05-01,5.11,GS10,5.11
2006-06-01,5.11,GS10,5.11
2006-07-01,5.09,GS10,5.09
2006-08-01,4.88,GS10,4.88
2006-09-01,4.72,GS10,4.72
2006-10-01,4.73,GS10,4.73
2006-11-01,4.6,GS10,4.6
2006-12-01,4.56,GS10,4.56
2007-01-01,4.76,GS10,4.76
2007-02-01,4.72,GS10,4.72
2007-03-01,4.56,GS10,4.56
2007-04-01,4.69,GS10,4.69
2007-05-01,4.75,GS10,4.75
2007-06-01,5.1,GS10,5.1
2007-07-01,5.0,GS10,5.0
2007-08-01,4.67,GS10,4.67
2007-09-01,4.52,GS10,4.52
2007-10-01,4.53,GS10,4.53
2007-11-01,4.15,GS10,4.15
2007-12-01,4.1,GS10,4.1
2008-01-01,3.74,GS10,3.74
2008-02-01,3.74,GS10,3.74
2008-03-01,3.51,GS10,3.51
2008-04-01,3.68,GS10,3.68
2008-05-01,3.88,GS10,3.88
2008-06-01,4.1,GS10,4.1
2008-07-01,4.01,GS10,4.01
2008-08-01,3.89,GS10,3.89
2008-09-01,3.69,GS10,3.69
2008-10-01,3.81,GS10,3.81
2008-11-01,3.53,GS10,3.53
2008-12-01,2.42,GS10,2.42
2009-01-01,2.52,GS10,2.52
2009-02-01,2.87,GS10,2.87
2009-03-01,2.82,GS10,2.82
2009-04-01,2.93,GS10,2.93
2009-05-01,3.29,GS10,3.29
2009-06-01,3.72,GS10,3.72
2009-07-01,3.56,GS10,3.56
2009-08-01,3.59,GS10,3.59
2009-09-01,3.4,GS10,3.4
2009-10-01,3.39,GS10,3.39
2009-11-01,3.4,GS10,3.4
2009-12-01,3.59,GS10,3.59
2010-01-01,3.73,GS10,3.73
2010-02-01,3.69,GS10,3.69
2010-03-01,3.73,GS10,3.73
2010-04-01,3.85,GS10,3.85
2010-05-01,3.42,GS10,3.42
2010-06-01,3.2,GS10,3.2
2010-07-01,3.01,GS10,3.01
2010-08-01,2.7,GS10,2.7
2010-09-01,2.65,GS10,2.65
2010-10-01,2.54,GS10,2.54
2010-11-01,2.76,GS10,2.76
2010-12-01,3.29,GS10,3.29
2011-01-01,3.39,GS10,3.39
2011-02-01,3.58,GS10,3.58
2011-03-01,3.41,GS10,3.41
2011-04-01,3.46,GS10,3.46
2011-05-01,3.17,GS10,3.17
2011-06-01,3.0,GS10,3.0
2011-07-01,3.0,GS10,3.0
2011-08-01,2.3,GS10,2.3
2011-09-01,1.98,GS10,1.98
2011-10-01,2.15,GS10,2.15
2011-11-01,2.01,GS10,2.01
2011-12-01,1.98,GS10,1.98
2012-01-01,1.97,GS10,1.97
2012-02-01,1.97,GS10,1.97
2012-03-01,2.17,GS10,2.17
2012-04-01,2.05,GS10,2.05
2012-05-01,1.8,GS10,1.8
2012-06-01,1.62,GS10,1.62
2012-07-01,1.53,GS10,1.53
2012-08-01,1.68,GS10,1.68
2012-09-01,1.72,GS10,1.72
2012-10-01,1.75,GS10,1.75
2012-11-01,1.65,GS10,1.65
2012-12-01,1.72,GS10,1.72
2013-01-01,1.91,GS10,1.91
2013-02-01,1.98,GS10,1.98
2013-03-01,1.96,GS10,1.96
2013-04-01,1.76,GS10,1.76
2013-05-01,1.93,GS10,1.93
2013-06-01,2.3,GS10,2.3
2013-07-01,2.58,GS10,2.58
2013-08-01,2.74,GS10,2.74
2013-09-01,2.81,GS10,2.81
2013-10-01,2.62,GS10,2.62
2013-11-01,2.72,GS10,2.72
2013-12-01,2.9,GS10,2.9
2014-01-01,2.86,GS10,2.86
2014-02-01,2.71,GS10,2.71
2014-03-01,2.72,GS10,2.72
2014-04-01,2.71,GS10,2.71
2014-05-01,2.56,GS10,2.56
2014-06-01,2.6,GS10,2.6
